Start_point, End_point, Cell, Delay
instr[4], riscv/dp/_19153_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19153_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19153_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19153_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19153_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19153_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19153_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19153_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19153_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19153_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19153_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19153_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19153_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19153_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19153_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19153_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19153_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19153_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19153_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19153_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19153_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_19153_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_19153_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_19153_, OA21x2_ASAP7_75t_R,  54.91
instr[4], riscv/dp/_19153_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19281_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19281_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19281_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19281_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19281_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19281_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19281_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19281_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19281_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19281_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19281_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19281_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19281_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19281_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19281_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19281_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19281_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19281_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19281_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19281_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19281_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19281_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19281_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19281_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19281_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19281_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19281_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19281_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19281_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19281_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19281_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19281_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19281_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19281_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19281_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19281_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19281_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19281_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_19281_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_19281_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_19281_, OA21x2_ASAP7_75t_R,  54.94
instr[4], riscv/dp/_19281_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_18868_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_18868_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_18868_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_18868_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_18868_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_18868_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_18868_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_18868_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_18868_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_18868_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_18868_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_18868_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_18868_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_18868_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_18868_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_18868_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_18868_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_18868_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_18868_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_18868_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_18868_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_18868_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_18868_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_18868_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_18868_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_18868_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_18868_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_18868_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_18868_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_18868_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_18868_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_18868_, AO22x1_ASAP7_75t_R,  91.58
instr[4], riscv/dp/_18868_, AO21x1_ASAP7_75t_R,  22.19
instr[4], riscv/dp/_18868_, AND4x2_ASAP7_75t_R,  35.38
instr[4], riscv/dp/_18868_, AO21x1_ASAP7_75t_R,  22.12
instr[4], riscv/dp/_18868_, AO21x1_ASAP7_75t_R,  15.72
instr[4], riscv/dp/_18868_, AO221x1_ASAP7_75t_R,  23.71
instr[4], riscv/dp/_18868_, NAND2x1_ASAP7_75t_R,   9.35
instr[4], riscv/dp/_18868_, OA31x2_ASAP7_75t_R,  22.73
instr[4], riscv/dp/_18868_, OAI21x1_ASAP7_75t_R,  50.67
instr[4], riscv/dp/_18868_, OA21x2_ASAP7_75t_R,  63.21
instr[4], riscv/dp/_18868_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19697_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19697_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19697_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19697_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19697_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19697_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19697_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19697_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19697_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19697_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19697_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19697_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19697_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19697_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19697_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19697_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19697_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19697_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19697_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19697_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19697_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19697_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19697_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19697_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19697_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19697_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19697_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19697_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19697_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19697_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19697_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19697_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19697_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19697_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19697_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19697_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19697_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19697_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_19697_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_19697_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_19697_, OA21x2_ASAP7_75t_R,  54.82
instr[4], riscv/dp/_19697_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_19156_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19156_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19156_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19156_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19156_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19156_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19156_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19156_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19156_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19156_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19156_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19156_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19156_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19156_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19156_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19156_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19156_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19156_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19156_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19156_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19156_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19156_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19156_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19156_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19156_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19156_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19156_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19156_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19156_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19156_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19156_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19156_, AO22x1_ASAP7_75t_R,  91.58
instr[4], riscv/dp/_19156_, AO21x1_ASAP7_75t_R,  22.19
instr[4], riscv/dp/_19156_, AND4x2_ASAP7_75t_R,  35.38
instr[4], riscv/dp/_19156_, AO21x1_ASAP7_75t_R,  22.12
instr[4], riscv/dp/_19156_, AO21x1_ASAP7_75t_R,  15.72
instr[4], riscv/dp/_19156_, AO221x1_ASAP7_75t_R,  23.71
instr[4], riscv/dp/_19156_, NAND2x1_ASAP7_75t_R,   9.35
instr[4], riscv/dp/_19156_, OA31x2_ASAP7_75t_R,  22.73
instr[4], riscv/dp/_19156_, OAI21x1_ASAP7_75t_R,  50.67
instr[4], riscv/dp/_19156_, OA21x2_ASAP7_75t_R,  57.66
instr[4], riscv/dp/_19156_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19249_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19249_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19249_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19249_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19249_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19249_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19249_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19249_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19249_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19249_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19249_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19249_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19249_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19249_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19249_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19249_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19249_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19249_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19249_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19249_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19249_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19249_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19249_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19249_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19249_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19249_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19249_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19249_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19249_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19249_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19249_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19249_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19249_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19249_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19249_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19249_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19249_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19249_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_19249_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_19249_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_19249_, OA21x2_ASAP7_75t_R,  54.83
instr[4], riscv/dp/_19249_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_18961_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_18961_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_18961_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_18961_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_18961_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_18961_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_18961_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_18961_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_18961_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_18961_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_18961_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_18961_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_18961_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_18961_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_18961_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_18961_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_18961_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_18961_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_18961_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_18961_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_18961_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_18961_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_18961_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_18961_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_18961_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_18961_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_18961_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_18961_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_18961_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_18961_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_18961_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_18961_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_18961_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_18961_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_18961_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_18961_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_18961_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_18961_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_18961_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_18961_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_18961_, OA21x2_ASAP7_75t_R,  54.81
instr[4], riscv/dp/_18961_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19348_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19348_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19348_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19348_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19348_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19348_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19348_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19348_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19348_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19348_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19348_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19348_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19348_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19348_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19348_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19348_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19348_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19348_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19348_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19348_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19348_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19348_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19348_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19348_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19348_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19348_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19348_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19348_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19348_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19348_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19348_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19348_, AO22x1_ASAP7_75t_R,  91.58
instr[4], riscv/dp/_19348_, AO21x1_ASAP7_75t_R,  22.19
instr[4], riscv/dp/_19348_, AND4x2_ASAP7_75t_R,  35.38
instr[4], riscv/dp/_19348_, AO21x1_ASAP7_75t_R,  22.12
instr[4], riscv/dp/_19348_, AO21x1_ASAP7_75t_R,  15.72
instr[4], riscv/dp/_19348_, AO221x1_ASAP7_75t_R,  23.71
instr[4], riscv/dp/_19348_, NAND2x1_ASAP7_75t_R,   9.35
instr[4], riscv/dp/_19348_, OA31x2_ASAP7_75t_R,  22.73
instr[4], riscv/dp/_19348_, OAI21x1_ASAP7_75t_R,  50.67
instr[4], riscv/dp/_19348_, OA21x2_ASAP7_75t_R,  57.60
instr[4], riscv/dp/_19348_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19409_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19409_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19409_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19409_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19409_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19409_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19409_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19409_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19409_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19409_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19409_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19409_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19409_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19409_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19409_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19409_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19409_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19409_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19409_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19409_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19409_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19409_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19409_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19409_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19409_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19409_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19409_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19409_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19409_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19409_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19409_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19409_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19409_, AO21x2_ASAP7_75t_R,  23.62
