Startpoint,Endpoint,Slack
 instr[4] (input port clocked by clk), riscv/dp/_19734_ (falling edge-triggered flip-flop clocked by clk'),70.40
 instr[4] (input port clocked by clk), riscv/dp/_19692_ (falling edge-triggered flip-flop clocked by clk'),76.67
 instr[4] (input port clocked by clk), riscv/dp/_19666_ (falling edge-triggered flip-flop clocked by clk'),68.79
 instr[4] (input port clocked by clk), riscv/dp/_19340_ (falling edge-triggered flip-flop clocked by clk'),68.77
 instr[4] (input port clocked by clk), riscv/dp/_19698_ (falling edge-triggered flip-flop clocked by clk'),69.06
 instr[4] (input port clocked by clk), riscv/dp/_19596_ (falling edge-triggered flip-flop clocked by clk'),77.06
 instr[4] (input port clocked by clk), riscv/dp/_19674_ (falling edge-triggered flip-flop clocked by clk'),66.28
 instr[4] (input port clocked by clk), riscv/dp/_19410_ (falling edge-triggered flip-flop clocked by clk'),70.47
 instr[4] (input port clocked by clk), riscv/dp/_19250_ (falling edge-triggered flip-flop clocked by clk'),70.90
 instr[4] (input port clocked by clk), riscv/dp/_18994_ (falling edge-triggered flip-flop clocked by clk'),68.90
 instr[4] (input port clocked by clk), riscv/dp/_19258_ (falling edge-triggered flip-flop clocked by clk'),66.14
 instr[4] (input port clocked by clk), riscv/dp/_19290_ (falling edge-triggered flip-flop clocked by clk'),70.80
 instr[4] (input port clocked by clk), riscv/dp/_19858_ (falling edge-triggered flip-flop clocked by clk'),68.41
 instr[4] (input port clocked by clk), riscv/dp/_18938_ (falling edge-triggered flip-flop clocked by clk'),66.31
 instr[4] (input port clocked by clk), riscv/dp/_19026_ (falling edge-triggered flip-flop clocked by clk'),68.57
 instr[4] (input port clocked by clk), riscv/dp/_19314_ (falling edge-triggered flip-flop clocked by clk'),68.98
 instr[4] (input port clocked by clk), riscv/dp/_19762_ (falling edge-triggered flip-flop clocked by clk'),68.25
 instr[4] (input port clocked by clk), riscv/dp/_18862_ (falling edge-triggered flip-flop clocked by clk'),70.53
 instr[4] (input port clocked by clk), riscv/dp/_19187_ (falling edge-triggered flip-flop clocked by clk'),78.63
 instr[4] (input port clocked by clk), riscv/dp/_18898_ (falling edge-triggered flip-flop clocked by clk'),69.21
 instr[4] (input port clocked by clk), riscv/dp/_19058_ (falling edge-triggered flip-flop clocked by clk'),68.58
 instr[4] (input port clocked by clk), riscv/dp/_19826_ (falling edge-triggered flip-flop clocked by clk'),68.28
 instr[4] (input port clocked by clk), riscv/dp/_19218_ (falling edge-triggered flip-flop clocked by clk'),68.89
 instr[4] (input port clocked by clk), riscv/dp/_19130_ (falling edge-triggered flip-flop clocked by clk'),71.06
 instr[4] (input port clocked by clk), riscv/dp/_18899_ (falling edge-triggered flip-flop clocked by clk'),78.65
 instr[4] (input port clocked by clk), riscv/dp/_19186_ (falling edge-triggered flip-flop clocked by clk'),69.56
 instr[4] (input port clocked by clk), riscv/dp/_19251_ (falling edge-triggered flip-flop clocked by clk'),79.03
 instr[4] (input port clocked by clk), riscv/dp/_19634_ (falling edge-triggered flip-flop clocked by clk'),68.61
 instr[4] (input port clocked by clk), riscv/dp/_19282_ (falling edge-triggered flip-flop clocked by clk'),69.89
 instr[4] (input port clocked by clk), riscv/dp/_19730_ (falling edge-triggered flip-flop clocked by clk'),68.73
 instr[4] (input port clocked by clk), riscv/dp/_18931_ (falling edge-triggered flip-flop clocked by clk'),64.90
 instr[4] (input port clocked by clk), riscv/dp/_19699_ (falling edge-triggered flip-flop clocked by clk'),64.66
 instr[4] (input port clocked by clk), riscv/dp/_19155_ (falling edge-triggered flip-flop clocked by clk'),79.44
 instr[4] (input port clocked by clk), riscv/dp/_18963_ (falling edge-triggered flip-flop clocked by clk'),64.84
 instr[4] (input port clocked by clk), riscv/dp/_19667_ (falling edge-triggered flip-flop clocked by clk'),65.08
 instr[4] (input port clocked by clk), riscv/dp/_19830_ (falling edge-triggered flip-flop clocked by clk'),71.30
 instr[4] (input port clocked by clk), riscv/dp/_19570_ (falling edge-triggered flip-flop clocked by clk'),68.82
 instr[4] (input port clocked by clk), riscv/dp/_19346_ (falling edge-triggered flip-flop clocked by clk'),68.41
 instr[4] (input port clocked by clk), riscv/dp/_19602_ (falling edge-triggered flip-flop clocked by clk'),69.34
 instr[4] (input port clocked by clk), riscv/dp/_19123_ (falling edge-triggered flip-flop clocked by clk'),79.62
 instr[4] (input port clocked by clk), riscv/dp/_19411_ (falling edge-triggered flip-flop clocked by clk'),78.92
 instr[4] (input port clocked by clk), riscv/dp/_19835_ (falling edge-triggered flip-flop clocked by clk'),78.69
 instr[4] (input port clocked by clk), riscv/dp/_19538_ (falling edge-triggered flip-flop clocked by clk'),68.48
 instr[4] (input port clocked by clk), riscv/dp/_19122_ (falling edge-triggered flip-flop clocked by clk'),70.81
 instr[4] (input port clocked by clk), riscv/dp/_19739_ (falling edge-triggered flip-flop clocked by clk'),78.86
 instr[4] (input port clocked by clk), riscv/dp/_19283_ (falling edge-triggered flip-flop clocked by clk'),79.59
 instr[4] (input port clocked by clk), riscv/dp/_19515_ (falling edge-triggered flip-flop clocked by clk'),78.87
 instr[4] (input port clocked by clk), riscv/dp/_19090_ (falling edge-triggered flip-flop clocked by clk'),69.02
 instr[4] (input port clocked by clk), riscv/dp/_19506_ (falling edge-triggered flip-flop clocked by clk'),68.35
 instr[4] (input port clocked by clk), riscv/dp/_18962_ (falling edge-triggered flip-flop clocked by clk'),69.38
 instr[4] (input port clocked by clk), riscv/dp/_19442_ (falling edge-triggered flip-flop clocked by clk'),68.29
 instr[4] (input port clocked by clk), riscv/dp/_19474_ (falling edge-triggered flip-flop clocked by clk'),68.10
 instr[4] (input port clocked by clk), riscv/dp/_19378_ (falling edge-triggered flip-flop clocked by clk'),68.86
 instr[4] (input port clocked by clk), riscv/dp/_19154_ (falling edge-triggered flip-flop clocked by clk'),71.26
 instr[4] (input port clocked by clk), riscv/dp/_18874_ (falling edge-triggered flip-flop clocked by clk'),72.24
 instr[4] (input port clocked by clk), riscv/dp/_19603_ (falling edge-triggered flip-flop clocked by clk'),80.65
 instr[4] (input port clocked by clk), riscv/dp/_19451_ (falling edge-triggered flip-flop clocked by clk'),79.14
 instr[4] (input port clocked by clk), riscv/dp/_19347_ (falling edge-triggered flip-flop clocked by clk'),80.47
 instr[4] (input port clocked by clk), riscv/dp/_18930_ (falling edge-triggered flip-flop clocked by clk'),68.89
 instr[4] (input port clocked by clk), riscv/dp/_19571_ (falling edge-triggered flip-flop clocked by clk'),80.48
 instr[4] (input port clocked by clk), riscv/dp/_19318_ (falling edge-triggered flip-flop clocked by clk'),72.39
 instr[4] (input port clocked by clk), riscv/dp/_19003_ (falling edge-triggered flip-flop clocked by clk'),78.32
 instr[4] (input port clocked by clk), riscv/dp/_19666_ (falling edge-triggered flip-flop clocked by clk'),68.79
 instr[4] (input port clocked by clk), riscv/dp/_19227_ (falling edge-triggered flip-flop clocked by clk'),78.45
 instr[4] (input port clocked by clk), riscv/dp/_19698_ (falling edge-triggered flip-flop clocked by clk'),69.06
 instr[4] (input port clocked by clk), riscv/dp/_19580_ (falling edge-triggered flip-flop clocked by clk'),61.19
 instr[4] (input port clocked by clk), riscv/dp/_19410_ (falling edge-triggered flip-flop clocked by clk'),70.47
 instr[4] (input port clocked by clk), riscv/dp/_19250_ (falling edge-triggered flip-flop clocked by clk'),70.90
 instr[4] (input port clocked by clk), riscv/dp/_19387_ (falling edge-triggered flip-flop clocked by clk'),79.01
 instr[4] (input port clocked by clk), riscv/dp/_19867_ (falling edge-triggered flip-flop clocked by clk'),79.15
 instr[4] (input port clocked by clk), riscv/dp/_18907_ (falling edge-triggered flip-flop clocked by clk'),80.70
 instr[4] (input port clocked by clk), riscv/dp/_19259_ (falling edge-triggered flip-flop clocked by clk'),80.10
 instr[4] (input port clocked by clk), riscv/dp/_19291_ (falling edge-triggered flip-flop clocked by clk'),79.50
 instr[4] (input port clocked by clk), riscv/dp/_19612_ (falling edge-triggered flip-flop clocked by clk'),61.25
 instr[4] (input port clocked by clk), riscv/dp/_19356_ (falling edge-triggered flip-flop clocked by clk'),61.03
 instr[4] (input port clocked by clk), riscv/dp/_19539_ (falling edge-triggered flip-flop clocked by clk'),80.78
 instr[4] (input port clocked by clk), riscv/dp/_19187_ (falling edge-triggered flip-flop clocked by clk'),78.63
 instr[4] (input port clocked by clk), riscv/dp/_18898_ (falling edge-triggered flip-flop clocked by clk'),69.21
 instr[4] (input port clocked by clk), riscv/dp/_19132_ (falling edge-triggered flip-flop clocked by clk'),62.04
 instr[4] (input port clocked by clk), riscv/dp/_19548_ (falling edge-triggered flip-flop clocked by clk'),60.87
 instr[4] (input port clocked by clk), riscv/dp/_18899_ (falling edge-triggered flip-flop clocked by clk'),78.65
 instr[4] (input port clocked by clk), riscv/dp/_19260_ (falling edge-triggered flip-flop clocked by clk'),62.20
 instr[4] (input port clocked by clk), riscv/dp/_19164_ (falling edge-triggered flip-flop clocked by clk'),61.90
 instr[4] (input port clocked by clk), riscv/dp/_19708_ (falling edge-triggered flip-flop clocked by clk'),61.66
 instr[4] (input port clocked by clk), riscv/dp/_19186_ (falling edge-triggered flip-flop clocked by clk'),69.56
 instr[4] (input port clocked by clk), riscv/dp/_19420_ (falling edge-triggered flip-flop clocked by clk'),61.96
 instr[4] (input port clocked by clk), riscv/dp/_19251_ (falling edge-triggered flip-flop clocked by clk'),79.03
 instr[4] (input port clocked by clk), riscv/dp/_19676_ (falling edge-triggered flip-flop clocked by clk'),61.71
 instr[4] (input port clocked by clk), riscv/dp/_19292_ (falling edge-triggered flip-flop clocked by clk'),61.70
 instr[4] (input port clocked by clk), riscv/dp/_18972_ (falling edge-triggered flip-flop clocked by clk'),62.23
 instr[4] (input port clocked by clk), riscv/dp/_19282_ (falling edge-triggered flip-flop clocked by clk'),69.89
 instr[4] (input port clocked by clk), riscv/dp/_19019_ (falling edge-triggered flip-flop clocked by clk'),83.09
 instr[4] (input port clocked by clk), riscv/dp/_18987_ (falling edge-triggered flip-flop clocked by clk'),80.59
 instr[4] (input port clocked by clk), riscv/dp/_19004_ (falling edge-triggered flip-flop clocked by clk'),61.68
 instr[4] (input port clocked by clk), riscv/dp/_19868_ (falling edge-triggered flip-flop clocked by clk'),62.14
 instr[4] (input port clocked by clk), riscv/dp/_19851_ (falling edge-triggered flip-flop clocked by clk'),82.44
 instr[4] (input port clocked by clk), riscv/dp/_18931_ (falling edge-triggered flip-flop clocked by clk'),64.90
 instr[4] (input port clocked by clk), riscv/dp/_18990_ (falling edge-triggered flip-flop clocked by clk'),74.14
 instr[4] (input port clocked by clk), riscv/dp/_19699_ (falling edge-triggered flip-flop clocked by clk'),64.66
 instr[4] (input port clocked by clk), riscv/dp/_19051_ (falling edge-triggered flip-flop clocked by clk'),80.97
 instr[4] (input port clocked by clk), riscv/dp/_19155_ (falling edge-triggered flip-flop clocked by clk'),79.44
 instr[4] (input port clocked by clk), riscv/dp/_18866_ (falling edge-triggered flip-flop clocked by clk'),72.43
 instr[4] (input port clocked by clk), riscv/dp/_19054_ (falling edge-triggered flip-flop clocked by clk'),74.30
 instr[4] (input port clocked by clk), riscv/dp/_18963_ (falling edge-triggered flip-flop clocked by clk'),64.84
 instr[4] (input port clocked by clk), riscv/dp/_19667_ (falling edge-triggered flip-flop clocked by clk'),65.08
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19068_ (falling edge-triggered flip-flop clocked by clk'),-22.25
 instr[4] (input port clocked by clk), riscv/dp/_19547_ (falling edge-triggered flip-flop clocked by clk'),79.54
 instr[4] (input port clocked by clk), riscv/dp/_19611_ (falling edge-triggered flip-flop clocked by clk'),80.15
 instr[4] (input port clocked by clk), riscv/dp/_19310_ (falling edge-triggered flip-flop clocked by clk'),75.85
 instr[4] (input port clocked by clk), riscv/dp/_19755_ (falling edge-triggered flip-flop clocked by clk'),80.66
 instr[4] (input port clocked by clk), riscv/dp/_19123_ (falling edge-triggered flip-flop clocked by clk'),79.62
 instr[4] (input port clocked by clk), riscv/dp/_19438_ (falling edge-triggered flip-flop clocked by clk'),76.83
 instr[4] (input port clocked by clk), riscv/dp/_19502_ (falling edge-triggered flip-flop clocked by clk'),75.68
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_18940_ (falling edge-triggered flip-flop clocked by clk'),-22.56
 instr[4] (input port clocked by clk), riscv/dp/_19035_ (falling edge-triggered flip-flop clocked by clk'),79.60
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_18908_ (falling edge-triggered flip-flop clocked by clk'),-22.96
 instr[4] (input port clocked by clk), riscv/dp/_19411_ (falling edge-triggered flip-flop clocked by clk'),78.92
 instr[4] (input port clocked by clk), riscv/dp/_19307_ (falling edge-triggered flip-flop clocked by clk'),80.73
 instr[4] (input port clocked by clk), riscv/dp/_19835_ (falling edge-triggered flip-flop clocked by clk'),78.69
 instr[4] (input port clocked by clk), riscv/dp/_19122_ (falling edge-triggered flip-flop clocked by clk'),70.81
 instr[4] (input port clocked by clk), riscv/dp/_19758_ (falling edge-triggered flip-flop clocked by clk'),76.20
 instr[4] (input port clocked by clk), riscv/dp/_19822_ (falling edge-triggered flip-flop clocked by clk'),75.80
 instr[4] (input port clocked by clk), riscv/dp/_19819_ (falling edge-triggered flip-flop clocked by clk'),80.99
 instr[4] (input port clocked by clk), riscv/dp/_19470_ (falling edge-triggered flip-flop clocked by clk'),76.18
 instr[4] (input port clocked by clk), riscv/dp/_19374_ (falling edge-triggered flip-flop clocked by clk'),76.14
 instr[4] (input port clocked by clk), riscv/dp/_19723_ (falling edge-triggered flip-flop clocked by clk'),81.52
 instr[4] (input port clocked by clk), riscv/dp/_19739_ (falling edge-triggered flip-flop clocked by clk'),78.86
 instr[4] (input port clocked by clk), riscv/dp/_19283_ (falling edge-triggered flip-flop clocked by clk'),79.59
 instr[4] (input port clocked by clk), riscv/dp/_19707_ (falling edge-triggered flip-flop clocked by clk'),80.80
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19196_ (falling edge-triggered flip-flop clocked by clk'),-22.60
 instr[4] (input port clocked by clk), riscv/dp/_19515_ (falling edge-triggered flip-flop clocked by clk'),78.87
 instr[4] (input port clocked by clk), riscv/dp/_19726_ (falling edge-triggered flip-flop clocked by clk'),76.25
 instr[4] (input port clocked by clk), riscv/dp/_19499_ (falling edge-triggered flip-flop clocked by clk'),81.70
 instr[4] (input port clocked by clk), riscv/dp/_19083_ (falling edge-triggered flip-flop clocked by clk'),81.57
 instr[4] (input port clocked by clk), riscv/dp/_19022_ (falling edge-triggered flip-flop clocked by clk'),75.02
 instr[4] (input port clocked by clk), riscv/dp/_19854_ (falling edge-triggered flip-flop clocked by clk'),76.55
 instr[4] (input port clocked by clk), riscv/dp/_19154_ (falling edge-triggered flip-flop clocked by clk'),71.26
 instr[4] (input port clocked by clk), riscv/dp/_19675_ (falling edge-triggered flip-flop clocked by clk'),80.59
 instr[4] (input port clocked by clk), riscv/dp/_19211_ (falling edge-triggered flip-flop clocked by clk'),81.50
 instr[4] (input port clocked by clk), riscv/dp/_19627_ (falling edge-triggered flip-flop clocked by clk'),81.86
 instr[4] (input port clocked by clk), riscv/dp/_19630_ (falling edge-triggered flip-flop clocked by clk'),76.19
 instr[4] (input port clocked by clk), riscv/dp/_19603_ (falling edge-triggered flip-flop clocked by clk'),80.65
 instr[4] (input port clocked by clk), riscv/dp/_19451_ (falling edge-triggered flip-flop clocked by clk'),79.14
 instr[4] (input port clocked by clk), riscv/dp/_19347_ (falling edge-triggered flip-flop clocked by clk'),80.47
 instr[4] (input port clocked by clk), riscv/dp/_19571_ (falling edge-triggered flip-flop clocked by clk'),80.48
 instr[4] (input port clocked by clk), riscv/dp/_19003_ (falling edge-triggered flip-flop clocked by clk'),78.32
 instr[4] (input port clocked by clk), riscv/dp/_19227_ (falling edge-triggered flip-flop clocked by clk'),78.45
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19036_ (falling edge-triggered flip-flop clocked by clk'),-21.68
 instr[4] (input port clocked by clk), riscv/dp/_19086_ (falling edge-triggered flip-flop clocked by clk'),76.83
 instr[4] (input port clocked by clk), riscv/dp/_18971_ (falling edge-triggered flip-flop clocked by clk'),82.46
 instr[4] (input port clocked by clk), riscv/dp/_19214_ (falling edge-triggered flip-flop clocked by clk'),76.97
 instr[4] (input port clocked by clk), riscv/dp/_19387_ (falling edge-triggered flip-flop clocked by clk'),79.01
 instr[4] (input port clocked by clk), riscv/dp/_19867_ (falling edge-triggered flip-flop clocked by clk'),79.15
 instr[4] (input port clocked by clk), riscv/dp/_18907_ (falling edge-triggered flip-flop clocked by clk'),80.70
 instr[4] (input port clocked by clk), riscv/dp/_19259_ (falling edge-triggered flip-flop clocked by clk'),80.10
 instr[4] (input port clocked by clk), riscv/dp/_19291_ (falling edge-triggered flip-flop clocked by clk'),79.50
 instr[4] (input port clocked by clk), riscv/dp/_19539_ (falling edge-triggered flip-flop clocked by clk'),80.78
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19100_ (falling edge-triggered flip-flop clocked by clk'),-22.21
 instr[4] (input port clocked by clk), riscv/dp/_19019_ (falling edge-triggered flip-flop clocked by clk'),83.09
 instr[4] (input port clocked by clk), riscv/dp/_18987_ (falling edge-triggered flip-flop clocked by clk'),80.59
 instr[4] (input port clocked by clk), riscv/dp/_19467_ (falling edge-triggered flip-flop clocked by clk'),82.75
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19228_ (falling edge-triggered flip-flop clocked by clk'),-21.97
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19644_ (falling edge-triggered flip-flop clocked by clk'),-22.11
 instr[4] (input port clocked by clk), riscv/dp/_19851_ (falling edge-triggered flip-flop clocked by clk'),82.44
 instr[4] (input port clocked by clk), riscv/dp/_18990_ (falling edge-triggered flip-flop clocked by clk'),74.14
 instr[4] (input port clocked by clk), riscv/dp/_19051_ (falling edge-triggered flip-flop clocked by clk'),80.97
 instr[4] (input port clocked by clk), riscv/dp/_18866_ (falling edge-triggered flip-flop clocked by clk'),72.43
 instr[4] (input port clocked by clk), riscv/dp/_19054_ (falling edge-triggered flip-flop clocked by clk'),74.30
 instr[4] (input port clocked by clk), riscv/dp/_19547_ (falling edge-triggered flip-flop clocked by clk'),79.54
 instr[4] (input port clocked by clk), riscv/dp/_19611_ (falling edge-triggered flip-flop clocked by clk'),80.15
 instr[4] (input port clocked by clk), riscv/dp/_19310_ (falling edge-triggered flip-flop clocked by clk'),75.85
 instr[4] (input port clocked by clk), riscv/dp/_19755_ (falling edge-triggered flip-flop clocked by clk'),80.66
 instr[4] (input port clocked by clk), riscv/dp/_19419_ (falling edge-triggered flip-flop clocked by clk'),81.67
 instr[4] (input port clocked by clk), riscv/dp/_19438_ (falling edge-triggered flip-flop clocked by clk'),76.83
 instr[4] (input port clocked by clk), riscv/dp/_19502_ (falling edge-triggered flip-flop clocked by clk'),75.68
 instr[4] (input port clocked by clk), riscv/dp/_19035_ (falling edge-triggered flip-flop clocked by clk'),79.60
 instr[4] (input port clocked by clk), riscv/dp/_19307_ (falling edge-triggered flip-flop clocked by clk'),80.73
 instr[4] (input port clocked by clk), riscv/dp/_19731_ (falling edge-triggered flip-flop clocked by clk'),83.30
 instr[4] (input port clocked by clk), riscv/dp/_19758_ (falling edge-triggered flip-flop clocked by clk'),76.20
 instr[4] (input port clocked by clk), riscv/dp/_19822_ (falling edge-triggered flip-flop clocked by clk'),75.80
 instr[4] (input port clocked by clk), riscv/dp/_19827_ (falling edge-triggered flip-flop clocked by clk'),83.05
 instr[4] (input port clocked by clk), riscv/dp/_19831_ (falling edge-triggered flip-flop clocked by clk'),76.41
 instr[4] (input port clocked by clk), riscv/dp/_19819_ (falling edge-triggered flip-flop clocked by clk'),80.99
 instr[4] (input port clocked by clk), riscv/dp/_19470_ (falling edge-triggered flip-flop clocked by clk'),76.18
 instr[4] (input port clocked by clk), riscv/dp/_19374_ (falling edge-triggered flip-flop clocked by clk'),76.14
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19484_ (falling edge-triggered flip-flop clocked by clk'),-20.46
 instr[4] (input port clocked by clk), riscv/dp/_19723_ (falling edge-triggered flip-flop clocked by clk'),81.52
 instr[4] (input port clocked by clk), riscv/dp/_19707_ (falling edge-triggered flip-flop clocked by clk'),80.80
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk),417.04
 instr[4] (input port clocked by clk), riscv/dp/_19371_ (falling edge-triggered flip-flop clocked by clk'),83.15
 instr[4] (input port clocked by clk), riscv/dp/_19726_ (falling edge-triggered flip-flop clocked by clk'),76.25
 instr[4] (input port clocked by clk), riscv/dp/_19863_ (falling edge-triggered flip-flop clocked by clk'),76.73
 instr[4] (input port clocked by clk), riscv/dp/_19499_ (falling edge-triggered flip-flop clocked by clk'),81.70
 instr[4] (input port clocked by clk), riscv/dp/_19083_ (falling edge-triggered flip-flop clocked by clk'),81.57
 instr[4] (input port clocked by clk), riscv/dp/_19022_ (falling edge-triggered flip-flop clocked by clk'),75.02
 instr[4] (input port clocked by clk), riscv/dp/_19854_ (falling edge-triggered flip-flop clocked by clk'),76.55
 instr[4] (input port clocked by clk), riscv/dp/_19675_ (falling edge-triggered flip-flop clocked by clk'),80.59
 instr[4] (input port clocked by clk), riscv/dp/_19059_ (falling edge-triggered flip-flop clocked by clk'),82.87
 instr[4] (input port clocked by clk), riscv/dp/_19319_ (falling edge-triggered flip-flop clocked by clk'),77.61
 instr[4] (input port clocked by clk), riscv/dp/_19219_ (falling edge-triggered flip-flop clocked by clk'),83.95
 instr[4] (input port clocked by clk), riscv/dp/_19027_ (falling edge-triggered flip-flop clocked by clk'),82.26
 instr[4] (input port clocked by clk), riscv/dp/_19063_ (falling edge-triggered flip-flop clocked by clk'),76.81
 instr[4] (input port clocked by clk), riscv/dp/_19763_ (falling edge-triggered flip-flop clocked by clk'),85.85
 instr[4] (input port clocked by clk), riscv/dp/_19859_ (falling edge-triggered flip-flop clocked by clk'),82.70
 instr[4] (input port clocked by clk), riscv/dp/_19211_ (falling edge-triggered flip-flop clocked by clk'),81.50
 instr[4] (input port clocked by clk), riscv/dp/_18995_ (falling edge-triggered flip-flop clocked by clk'),82.93
 instr[4] (input port clocked by clk), riscv/dp/_19475_ (falling edge-triggered flip-flop clocked by clk'),83.20
 instr[4] (input port clocked by clk), riscv/dp/_19091_ (falling edge-triggered flip-flop clocked by clk'),85.31
 instr[4] (input port clocked by clk), riscv/dp/_19635_ (falling edge-triggered flip-flop clocked by clk'),84.31
 instr[4] (input port clocked by clk), riscv/dp/_19315_ (falling edge-triggered flip-flop clocked by clk'),84.43
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_18859_ (falling edge-triggered flip-flop clocked by clk'),-13.89
 instr[4] (input port clocked by clk), riscv/dp/_19627_ (falling edge-triggered flip-flop clocked by clk'),81.86
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19630_ (falling edge-triggered flip-flop clocked by clk'),-8.61
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19767_ (falling edge-triggered flip-flop clocked by clk'),-6.86
 instr[4] (input port clocked by clk), riscv/dp/_19630_ (falling edge-triggered flip-flop clocked by clk'),76.19
 instr[4] (input port clocked by clk), riscv/dp/_19767_ (falling edge-triggered flip-flop clocked by clk'),77.94
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19702_ (falling edge-triggered flip-flop clocked by clk'),-19.55
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19670_ (falling edge-triggered flip-flop clocked by clk'),-19.73
 instr[4] (input port clocked by clk), riscv/dp/_19479_ (falling edge-triggered flip-flop clocked by clk'),77.12
 instr[4] (input port clocked by clk), riscv/dp/_19435_ (falling edge-triggered flip-flop clocked by clk'),83.89
 instr[4] (input port clocked by clk), riscv/dp/_19447_ (falling edge-triggered flip-flop clocked by clk'),76.90
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_18902_ (falling edge-triggered flip-flop clocked by clk'),-19.76
 instr[4] (input port clocked by clk), riscv/dp/_19507_ (falling edge-triggered flip-flop clocked by clk'),83.08
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19158_ (falling edge-triggered flip-flop clocked by clk'),-19.19
 instr[4] (input port clocked by clk), riscv/dp/_19511_ (falling edge-triggered flip-flop clocked by clk'),77.86
 instr[4] (input port clocked by clk), riscv/dp/_18875_ (falling edge-triggered flip-flop clocked by clk'),83.22
 instr[4] (input port clocked by clk), riscv/dp/_19379_ (falling edge-triggered flip-flop clocked by clk'),83.54
 instr[4] (input port clocked by clk), riscv/dp/_19031_ (falling edge-triggered flip-flop clocked by clk'),76.86
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19286_ (falling edge-triggered flip-flop clocked by clk'),-19.31
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19126_ (falling edge-triggered flip-flop clocked by clk'),-19.25
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19574_ (falling edge-triggered flip-flop clocked by clk'),-19.74
 instr[4] (input port clocked by clk), riscv/dp/_19086_ (falling edge-triggered flip-flop clocked by clk'),76.83
 instr[4] (input port clocked by clk), riscv/dp/_18971_ (falling edge-triggered flip-flop clocked by clk'),82.46
 instr[4] (input port clocked by clk), riscv/dp/_19214_ (falling edge-triggered flip-flop clocked by clk'),76.97
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_19190_ (falling edge-triggered flip-flop clocked by clk'),-19.72
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_18966_ (falling edge-triggered flip-flop clocked by clk'),-18.35
 riscv/dp/_19901_ (rising edge-triggered flip-flop clocked by clk), riscv/dp/_18934_ (falling edge-triggered flip-flop clocked by clk'),-19.01
